Gene name	Gene stable ID
AC068620.2	ENSG00000269921
PIGFP3	ENSG00000227592
AC017037.1	ENSG00000249627
AL590560.2	ENSG00000272668
AC096711.2	ENSG00000251555
AC024267.6	ENSG00000266642
CHCHD2P5	ENSG00000223490
AL354796.1	ENSG00000279929
AC090092.1	ENSG00000255418
BX649601.1	ENSG00000273473
AP001043.1	ENSG00000205622
PMCHL2	ENSG00000169040
AC007899.1	ENSG00000224891
AL049830.3	ENSG00000258525
AP001042.1	ENSG00000229986
HMGB3P23	ENSG00000235148
AF130351.1	ENSG00000243440
LINC00560	ENSG00000261666
PRSS57	ENSG00000185198
AC217769.1	ENSG00000280810
KCNMA1-AS1	ENSG00000236467
AC092375.3	ENSG00000276721
NPHP3-AS1	ENSG00000248724
ERHP2	ENSG00000218143
COCH	ENSG00000100473
KIR3DL1	ENSG00000274948
AP000350.5	ENSG00000272973
IQCK	ENSG00000174628
AC092278.1	ENSG00000274455
PRRC2A	ENSG00000206427
AC092375.2	ENSG00000260306
LOXL4	ENSG00000138131
NIPSNAP3A	ENSG00000136783
IGLV5-45	ENSG00000281145
AC233280.11	ENSG00000281562
SUN5	ENSG00000167098
OR11H4	ENSG00000176198
TBRG4	ENSG00000136270
AC025771.1	ENSG00000275151
TPSP2	ENSG00000260284
MUC4	ENSG00000273822
GU182351.3	ENSG00000277185
AC120498.4	ENSG00000260710
GU182351.2	ENSG00000275436
IGLV1-44	ENSG00000274854
ZNF177	ENSG00000188629
AC233280.12	ENSG00000281564
AC007405.2	ENSG00000235934
IGLV7-43	ENSG00000278293
MTND5P10	ENSG00000271687
KIR2DL2	ENSG00000275407
ZNF598	ENSG00000167962
MTND4LP5	ENSG00000270350
AL357312.1	ENSG00000271322
IGLVI-42	ENSG00000281361
MTND4P35	ENSG00000270906
KIR2DS4	ENSG00000276254
ZNF559-ZNF177	ENSG00000270011
KIR2DL4	ENSG00000275848
AC009286.3	ENSG00000281536
LINC02109	ENSG00000274882
FAM78B	ENSG00000188859
AC104090.2	ENSG00000250345
AC016292.2	ENSG00000275997
TIMM22	ENSG00000177370
AC087498.2	ENSG00000262670
FREM3	ENSG00000183090
AL626787.1	ENSG00000203307
AC016292.1	ENSG00000235361
PPIAP3	ENSG00000235044
ZNF790-AS1	ENSG00000267254
RAB40B	ENSG00000141542
OR4A8	ENSG00000225997
XRCC4	ENSG00000152422
USP17L28	ENSG00000231051
RPL23AP48	ENSG00000219135
STK19	ENSG00000234947
HSPE1P2	ENSG00000258645
AC100803.2	ENSG00000261655
AC104118.1	ENSG00000271862
WDR45B	ENSG00000141580
AC027338.2	ENSG00000249857
AC108174.1	ENSG00000248112
LINC01338	ENSG00000281327
PHC1	ENSG00000111752
RFPL4AP6	ENSG00000278292
SLC48A1	ENSG00000211584
LINC00207	ENSG00000187012
AC004149.1	ENSG00000267440
TRPC4	ENSG00000133107
RPS15AP38	ENSG00000237668
AL354979.1	ENSG00000231149
A1BG	ENSG00000121410
ZNF567	ENSG00000189042
STEAP1	ENSG00000164647
MYOT	ENSG00000120729
AL161911.1	ENSG00000214654
AC011676.5	ENSG00000280035
AC020892.1	ENSG00000259241
AC011676.2	ENSG00000254019
FLJ42102	ENSG00000172900
ZNF775	ENSG00000196456
PRDX2	ENSG00000167815
AC092628.2	ENSG00000274637
EIF5A2P1	ENSG00000260576
AL669831.3	ENSG00000230021
MTCO1P12	ENSG00000237973
KIAA2013	ENSG00000116685
CBWD4P	ENSG00000204778
AC022360.2	ENSG00000254262
LGI1	ENSG00000108231
LINC02237	ENSG00000253434
AC098487.1	ENSG00000248161
AQP1	ENSG00000240583
KRT1	ENSG00000167768
AGPAT5	ENSG00000155189
AC092718.6	ENSG00000261838
AL512605.2	ENSG00000267085
A3GALT2	ENSG00000184389
C7orf72	ENSG00000164500
ABBA01031661.1	ENSG00000282935
AC063976.2	ENSG00000224431
VWC2	ENSG00000188730
TFDP1	ENSG00000198176
RPS16P9	ENSG00000242675
LINC02075	ENSG00000249497
COL4A2-AS2	ENSG00000224821
TRIM51FP	ENSG00000219061
NDUFA10	ENSG00000130414
AC117457.1	ENSG00000275163
FAM129A	ENSG00000135842
CICP23	ENSG00000270921
AL133384.2	ENSG00000279796
CR388415.1	ENSG00000227448
AC005096.1	ENSG00000259294
AL356258.1	ENSG00000272381
PODN	ENSG00000174348
GPD2	ENSG00000115159
SHANK2	ENSG00000162105
CNTD2	ENSG00000105219
MYCL	ENSG00000116990
COX6A1P3	ENSG00000216710
AL596325.2	ENSG00000272574
UAP1	ENSG00000117143
RPS3AP26	ENSG00000214389
AC040170.1	ENSG00000270058
OSCP1	ENSG00000116885
LINC02170	ENSG00000260896
COX17	ENSG00000138495
DDRGK1	ENSG00000198171
ZFAND6P1	ENSG00000244213
AC010864.1	ENSG00000273008
UHMK1	ENSG00000152332
TRAJ10	ENSG00000211879
TRAJ12	ENSG00000211877
TCF12	ENSG00000140262
HNRNPA3P11	ENSG00000260689
GPSM1	ENSG00000160360
SEPT14P19	ENSG00000281379
AL355810.1	ENSG00000275248
LINC02253	ENSG00000259485
AC027031.1	ENSG00000254021
RPS5P3	ENSG00000215088
RPL7AP66	ENSG00000175886
AC090616.4	ENSG00000264497
AC011139.1	ENSG00000283458
AC008079.2	ENSG00000280007
DNMT3L	ENSG00000142182
MAPK10	ENSG00000109339
RPS6P14	ENSG00000225482
SCHLAP1	ENSG00000281131
SPOCK1	ENSG00000152377
TRAJ42	ENSG00000211847
CYB561A3	ENSG00000162144
LINC00824	ENSG00000254275
RETREG3	ENSG00000141699
AP004607.3	ENSG00000254818
RPL23AP71	ENSG00000237450
IL6R	ENSG00000160712
Z93929.1	ENSG00000225066
AL445228.2	ENSG00000271387
Z97205.2	ENSG00000260422
GATAD1	ENSG00000157259
AC007566.1	ENSG00000244055
TMCC1P1	ENSG00000253318
HIST1H3D	ENSG00000197409
AL121910.1	ENSG00000229755
AC090142.3	ENSG00000253997
POMZP3	ENSG00000146707
KCNB1	ENSG00000158445
GEMIN6	ENSG00000152147
WASF1	ENSG00000112290
TTC39DP	ENSG00000227238
NSUN5	ENSG00000130305
AC015802.2	ENSG00000267084
SALL4P1	ENSG00000250308
AC025470.1	ENSG00000248586
AC087501.2	ENSG00000241654
MARK3P1	ENSG00000271642
GUCY2D	ENSG00000132518
AC104581.4	ENSG00000279174
TAPBPL	ENSG00000139192
AC007448.1	ENSG00000264093
UIMC1	ENSG00000087206
AC103808.4	ENSG00000266014
RAB43	ENSG00000172780
AC011742.1	ENSG00000227133
RPS26P8	ENSG00000282238
EEF1A1P8	ENSG00000223529
AC132154.1	ENSG00000278908
C8orf46	ENSG00000169085
AC069061.4	ENSG00000265646
FAM238A	ENSG00000233261
AC020658.6	ENSG00000279409
TMEM86A	ENSG00000151117
AP005435.2	ENSG00000254617
TWF1	ENSG00000151239
TRIM53BP	ENSG00000166013
UBE2W	ENSG00000104343
AZIN2	ENSG00000142920
OIP5	ENSG00000104147
EIF3L	ENSG00000100129
HLA-DQB2	ENSG00000196610
IGKV2-23	ENSG00000253625
GOLGA5P1	ENSG00000251215
AL158050.2	ENSG00000270306
R3HDM1	ENSG00000048991
PLEKHG7	ENSG00000187510
TRAV26-1	ENSG00000211807
TRIB1	ENSG00000173334
LINC02409	ENSG00000257920
AC100823.2	ENSG00000253564
SHROOM2	ENSG00000146950
EIF5P1	ENSG00000215319
AL512506.3	ENSG00000281883
ACBD4	ENSG00000181513
HLA-DQA1	ENSG00000206305
CCDC127	ENSG00000164366
FBXO3	ENSG00000110429
CLDN15	ENSG00000106404
GPBP1	ENSG00000062194
AC015936.1	ENSG00000267334
HLA-DRB1	ENSG00000206306
GRM5	ENSG00000168959
GAPDHP70	ENSG00000249489
AC087633.1	ENSG00000258433
PPM1M	ENSG00000164088
ATP5F1P3	ENSG00000214003
IGKJ1	ENSG00000211597
EIF4HP2	ENSG00000237977
B4GALNT2	ENSG00000167080
OR4A41P	ENSG00000255297
CEACAMP1	ENSG00000233681
RETREG2	ENSG00000144567
AC069213.2	ENSG00000236425
FABP5P13	ENSG00000280877
LIPE	ENSG00000079435
LSM1	ENSG00000175324
CXCL17	ENSG00000189377
AP002449.1	ENSG00000266969
AC244197.2	ENSG00000238039
AC245052.5	ENSG00000240296
UCP1	ENSG00000109424
UBE2D2	ENSG00000131508
AC003101.2	ENSG00000278546
VN2R19P	ENSG00000235974
AC078865.1	ENSG00000258253
AC000120.1	ENSG00000243107
CRYGC	ENSG00000163254
LINC00941	ENSG00000235884
AC061975.2	ENSG00000263788
AL136360.2	ENSG00000250623
AC004223.2	ENSG00000267457
AC240442.1	ENSG00000274601
ZNF746	ENSG00000181220
PIGN	ENSG00000197563
TRIM74	ENSG00000155428
AL357055.2	ENSG00000236887
AC066613.2	ENSG00000259678
AC066613.1	ENSG00000259668
KCNB2	ENSG00000182674
AL391069.1	ENSG00000224645
TSSK4	ENSG00000139908
AC068993.1	ENSG00000257564
RPL21P90	ENSG00000227805
CTD-2194D22.4	ENSG00000249326
AP006545.2	ENSG00000272128
HIST1H2BB	ENSG00000276410
PUS7L	ENSG00000129317
AL590006.2	ENSG00000280612
AC234781.5	ENSG00000230578
AC073488.8	ENSG00000282358
EEF1A1P17	ENSG00000257907
TRAV8-4	ENSG00000211790
TRAV8-2	ENSG00000211786
AC067852.2	ENSG00000266962
AC092070.3	ENSG00000269288
AC021755.4	ENSG00000275636
AC092920.1	ENSG00000232461
RPS7P15	ENSG00000237170
AP003306.2	ENSG00000255118
CATSPERB	ENSG00000133962
AL021393.1	ENSG00000226772
RSPH10B	ENSG00000155026
MIR2117HG	ENSG00000267151
AC105420.1	ENSG00000248237
AC018761.4	ENSG00000267791
AC079411.1	ENSG00000261013
AC105415.1	ENSG00000248516
AP1S2P1	ENSG00000226046
AC020978.8	ENSG00000263276
KARSP3	ENSG00000262962
USP12PY	ENSG00000232927
DPEP2	ENSG00000167261
CEP350	ENSG00000135837
ALPPL2	ENSG00000163286
AC007179.2	ENSG00000233891
MYO16-AS1	ENSG00000236242
LCE3D	ENSG00000163202
MYO16	ENSG00000041515
RHOB	ENSG00000143878
FLT4	ENSG00000037280
TTTY3	ENSG00000231141
VPS37B	ENSG00000139722
INCENP	ENSG00000149503
MTND1P20	ENSG00000226794
AC006017.1	ENSG00000229591
AL020997.2	ENSG00000269971
TMEM256P1	ENSG00000233197
RPS3AP43	ENSG00000242661
AC092127.1	ENSG00000260417
CNOT4	ENSG00000080802
RAC1P4	ENSG00000237584
AL161747.2	ENSG00000257096
ALS2CR12	ENSG00000155749
MAP2K3	ENSG00000034152
TXLNG	ENSG00000086712
AP000280.1	ENSG00000279690
CSPG4P4Y	ENSG00000172294
GALNTL5	ENSG00000106648
TIMM44	ENSG00000104980
AC116562.1	ENSG00000243894
CELF4	ENSG00000101489
TSG101	ENSG00000074319
AC130304.1	ENSG00000280064
USP46-AS1	ENSG00000248866
TAPT1-AS1	ENSG00000263327
AC092117.2	ENSG00000279901
CEP112	ENSG00000154240
PHOX2B	ENSG00000109132
AC096632.1	ENSG00000231547
AL132989.1	ENSG00000258682
VAMP5	ENSG00000168899
AC106872.7	ENSG00000249617
SDC1	ENSG00000115884
VIPR1-AS1	ENSG00000232354
RBMY2YP	ENSG00000227633
AC108063.1	ENSG00000249234
AC006427.1	ENSG00000248851
HIPK3	ENSG00000110422
STRA8	ENSG00000146857
LPAR1	ENSG00000198121
AC006133.1	ENSG00000278813
MED27	ENSG00000160563
SNAPC5	ENSG00000174446
ASTN2	ENSG00000148219
RUNDC3A	ENSG00000108309
CENPX	ENSG00000169689
AL117328.1	ENSG00000229409
AC084368.1	ENSG00000275834
PLEK2	ENSG00000100558
RPS29P27	ENSG00000240320
HLA-F-AS1	ENSG00000206446
CNN1	ENSG00000130176
RPL14P3	ENSG00000241923
AC026333.2	ENSG00000256044
AC025370.1	ENSG00000253851
BAALC	ENSG00000164929
TDRD7	ENSG00000196116
LINC01565	ENSG00000198685
FNBP4	ENSG00000109920
TRAPPC13P1	ENSG00000235447
SMG7	ENSG00000116698
ECHDC2	ENSG00000121310
RPL4P6	ENSG00000230071
MTND1P5	ENSG00000253795
AC067852.6	ENSG00000267632
MCCD1	ENSG00000238238
HCAR2	ENSG00000182782
AL358612.1	ENSG00000226304
AL121578.3	ENSG00000259977
AC055874.1	ENSG00000259446
AF241726.2	ENSG00000250349
AC090409.2	ENSG00000267316
EHMT2	ENSG00000227333
LINC00474	ENSG00000204148
ATP5F1	ENSG00000116459
GPN3P1	ENSG00000227465
PPIL6	ENSG00000185250
MDH2	ENSG00000146701
SMPD2	ENSG00000135587
NID1	ENSG00000116962
TRIM35	ENSG00000104228
SAPCD1-AS1	ENSG00000235765
PARN	ENSG00000274829
EXOSC8	ENSG00000120699
AL356967.1	ENSG00000218173
PGCP1	ENSG00000227179
DLG2	ENSG00000150672
MGST2	ENSG00000085871
AC010175.1	ENSG00000256427
AC103769.1	ENSG00000253475
AC243829.2	ENSG00000276241
KIR2DL1	ENSG00000278755
BCL2L13	ENSG00000099968
AC126323.4	ENSG00000260375
CTR9	ENSG00000198730
FBXO8	ENSG00000164117
AC004910.1	ENSG00000228429
AC087386.1	ENSG00000258410
KIR3DL3	ENSG00000275062
AL355355.1	ENSG00000228330
AC112206.4	ENSG00000250669
IGHV1OR15-2	ENSG00000259337
AP000550.4	ENSG00000283972
COQ6	ENSG00000119723
PCSK2	ENSG00000125851
AL136131.3	ENSG00000272114
FSCN1	ENSG00000075618
ANKRD42	ENSG00000137494
AC113137.1	ENSG00000267098
ID2	ENSG00000115738
AC104447.1	ENSG00000280173
AL160275.2	ENSG00000230284
AC141273.1	ENSG00000260201
INTS12	ENSG00000138785
Z99497.2	ENSG00000271660
ARHGEF38-IT1	ENSG00000249885
ATP6V1G3	ENSG00000263014
AC098847.2	ENSG00000267669
SNX18P24	ENSG00000251539
OR2T5	ENSG00000273827
HAUS6	ENSG00000147874
OR2T3	ENSG00000278377
OR2T2	ENSG00000276821
AC005520.1	ENSG00000258653
FP565260.7	ENSG00000280433
KRTAP4-7	ENSG00000240871
RPL24P4	ENSG00000181524
RPL10A	ENSG00000198755
PRELID3BP2	ENSG00000271242
MED14OS	ENSG00000234636
AC012146.2	ENSG00000262495
RPL5P28	ENSG00000235264
XXYLT1-AS2	ENSG00000230266
AC016229.1	ENSG00000267000
AL354864.1	ENSG00000232335
AC012676.3	ENSG00000277170
AC104261.1	ENSG00000259747
AL354893.2	ENSG00000229065
PTPN20CP	ENSG00000278561
EFNB2	ENSG00000125266
AP005380.1	ENSG00000266153
TTTY10	ENSG00000229236
NOTCH4	ENSG00000232339
NME4	ENSG00000103202
RNGTT	ENSG00000111880
KRTAP3-1	ENSG00000212901
KRT40	ENSG00000204889
AHSG	ENSG00000145192
LYRM7	ENSG00000186687
AC113367.1	ENSG00000244192
UGT1A10	ENSG00000242515
ADRA1A	ENSG00000120907
MATN4	ENSG00000124159
AC106789.1	ENSG00000251628
AL121835.1	ENSG00000220131
DNM3OS	ENSG00000230630
CWH43	ENSG00000109182
AC098934.1	ENSG00000214796
LINC01802	ENSG00000225064
AL355102.5	ENSG00000259036
AL442067.1	ENSG00000276573
AC003956.1	ENSG00000268564
AC100803.5	ENSG00000282573
CR759795.1	ENSG00000231288
KDM5D	ENSG00000012817
AC090001.1	ENSG00000258343
C1QTNF4	ENSG00000172247
METTL6	ENSG00000206562
RPL29P2	ENSG00000240480
AC112698.1	ENSG00000248376
NPAP1	ENSG00000185823
LINC01665	ENSG00000235343
YWHAZP8	ENSG00000225664
MFAP1P1	ENSG00000232489
AC009088.3	ENSG00000261385
TAPBP	ENSG00000206208
GATB	ENSG00000059691
RPS26P39	ENSG00000227586
NEUROD2	ENSG00000171532
OTUD6A	ENSG00000189401
KC877982.1	ENSG00000269993
RPL7P24	ENSG00000240003
ITGB8	ENSG00000105855
SLC23A2	ENSG00000089057
DNAJC9	ENSG00000213551
AC008764.9	ENSG00000279748
UQCRC2	ENSG00000140740
HNRNPA1P14	ENSG00000227638
PCDH9-AS2	ENSG00000228842
LINC02021	ENSG00000249846
NANOS2	ENSG00000188425
AC217785.2	ENSG00000262734
AC083906.1	ENSG00000248459
AL121989.1	ENSG00000267734
AC092119.2	ENSG00000274460
AC135776.2	ENSG00000261566
AC131056.3	ENSG00000282389
PCDH18	ENSG00000189184
HLA-J	ENSG00000228524
RPSAP49	ENSG00000226327
MTMR7	ENSG00000003987
IL33	ENSG00000137033
GOLGA8O	ENSG00000206127
CTDSPL	ENSG00000144677
BEAN1	ENSG00000166546
TRBV23-1	ENSG00000282449
TRBV21-1	ENSG00000282462
USP7	ENSG00000187555
KIAA1324	ENSG00000116299
SAMD8	ENSG00000156671
AJ009632.1	ENSG00000224247
CYCSP42	ENSG00000224524
EDA	ENSG00000158813
SLC25A24	ENSG00000085491
CR854858.5	ENSG00000281597
ASMTL	ENSG00000169093
RAB9AP1	ENSG00000232910
COL18A1	ENSG00000182871
AC010492.2	ENSG00000277080
RPL36AP53	ENSG00000224664
AC004062.1	ENSG00000251312
OR52N1	ENSG00000181001
AC090206.1	ENSG00000275805
AC114501.2	ENSG00000235421
GLUD2	ENSG00000182890
AC006144.1	ENSG00000233433
AEBP1	ENSG00000106624
NATP	ENSG00000253937
CAPN15	ENSG00000282214
EIF2B3	ENSG00000070785
AC144836.1	ENSG00000262213
HAS1	ENSG00000105509
AL953862.2	ENSG00000271686
DDAH2	ENSG00000233076
SLC25A42	ENSG00000181035
GPR88	ENSG00000181656
RBPJP6	ENSG00000227924
GORASP2	ENSG00000115806
AC104619.2	ENSG00000249847
AC233289.1	ENSG00000220541
AC133561.1	ENSG00000198555
FAM236C	ENSG00000283594
AC016820.1	ENSG00000228683
AL355073.1	ENSG00000259483
AL355073.2	ENSG00000275569
AC022167.5	ENSG00000283516
AC106729.1	ENSG00000259995
AL162151.1	ENSG00000229402
SDK1	ENSG00000146555
AL513523.5	ENSG00000262025
NPM1P11	ENSG00000226827
LINC01077	ENSG00000233456
ZNF285	ENSG00000267508
AC245748.2	ENSG00000267188
OR5V1	ENSG00000243729
UFD1	ENSG00000070010
ZNF969P	ENSG00000251046
PHLDA2	ENSG00000181649
NR0B1	ENSG00000169297
LINC01868	ENSG00000234169
HMGN2P22	ENSG00000227259
MAGEB3	ENSG00000198798
AARSP1	ENSG00000249038
AL096828.3	ENSG00000273821
AC117382.2	ENSG00000261758
DNAJC27	ENSG00000115137
RPS4XP6	ENSG00000244073
AC005041.1	ENSG00000234521
LINC01700	ENSG00000232837
AL603839.4	ENSG00000279667
POTEF	ENSG00000196604
FMO9P	ENSG00000215834
SAMD4B	ENSG00000179134
RAB31	ENSG00000168461
MIS18A-AS1	ENSG00000227256
ZNF805	ENSG00000204524
AC083902.1	ENSG00000248676
HIGD1AP17	ENSG00000258886
AC078867.1	ENSG00000248850
AP005901.2	ENSG00000264880
NPHP3	ENSG00000113971
RPS24	ENSG00000138326
SLC9B2	ENSG00000164038
MFSD9	ENSG00000135953
AF241728.1	ENSG00000235806
HNF4A-AS1	ENSG00000229005
PRRG2	ENSG00000126460
SVIP	ENSG00000198168
AC136944.1	ENSG00000260626
AC009237.17	ENSG00000275497
IQCF4	ENSG00000224792
LILRP1	ENSG00000276307
AC114781.2	ENSG00000250057
AL354704.1	ENSG00000280683
HNF4A	ENSG00000101076
AP006565.1	ENSG00000265737
RPSAP10	ENSG00000224439
AC073263.3	ENSG00000279201
PLAC9P1	ENSG00000214100
PKN3	ENSG00000160447
RPS3AP22	ENSG00000240083
AC012254.3	ENSG00000267724
ABCA3	ENSG00000167972
AC044797.1	ENSG00000230847
OR13C5	ENSG00000277556
HSPG2	ENSG00000142798
TPTE2P5	ENSG00000168852
AMZ1	ENSG00000174945
IPO5P1	ENSG00000269837
SYMPK	ENSG00000125755
TRBV5-6	ENSG00000282098
AC008837.1	ENSG00000248236
RPL7L1P9	ENSG00000231035
AC120057.5	ENSG00000279812
AC016911.1	ENSG00000276829
KARS	ENSG00000065427
TRBV5-5	ENSG00000282577
TTTY17A	ENSG00000228240
FAM161A	ENSG00000170264
AC093496.1	ENSG00000255021
AL137790.1	ENSG00000282852
AC002116.2	ENSG00000267698
TP53TG3C	ENSG00000205457
AC024267.1	ENSG00000264066
TEX38	ENSG00000186118
HNRNPA1P62	ENSG00000259228
AC024558.1	ENSG00000248557
MAS1LP1	ENSG00000224444
MBD3L5	ENSG00000237247
INPP1	ENSG00000151689
TRBV6-4	ENSG00000282240
HNRNPCP2	ENSG00000204253
P3H3	ENSG00000110811
LINC01569	ENSG00000262468
TAP2	ENSG00000228582
S1PR4	ENSG00000125910
NES	ENSG00000132688
AC011445.1	ENSG00000268262
AL357936.1	ENSG00000229854
MAB21L1	ENSG00000180660
MRPL46	ENSG00000259494
PLEKHM1	ENSG00000277111
TTYH3	ENSG00000136295
RPLP1	ENSG00000137818
AC009237.13	ENSG00000271003
AC009237.12	ENSG00000270193
AC022145.1	ENSG00000268296
PIGQP1	ENSG00000227104
AC020914.5	ENSG00000269130
AC012629.3	ENSG00000278865
MBOAT7	ENSG00000275118
AC074348.1	ENSG00000232418
OSER1-AS1	ENSG00000223891
TCF20	ENSG00000262024
AC092115.1	ENSG00000260290
OR4K8P	ENSG00000266693
WDFY1	ENSG00000085449
MCCC2	ENSG00000281742
AC007405.3	ENSG00000239467
AC017002.4	ENSG00000271635
AC011998.1	ENSG00000227241
API5P2	ENSG00000213962
CYP2D8P	ENSG00000262055
AL662857.5	ENSG00000234092
POU4F2	ENSG00000151615
CR788250.3	ENSG00000235074
OR4K4P	ENSG00000258541
TMEM203	ENSG00000187713
SFMBT2	ENSG00000198879
CEACAMP10	ENSG00000241104
AL157938.3	ENSG00000246851
OTOA	ENSG00000155719
BCAR3	ENSG00000137936
IFNL3	ENSG00000197110
AC023794.4	ENSG00000257534
TWSG1	ENSG00000128791
AC023794.1	ENSG00000248576
HNRNPA1P58	ENSG00000219582
GGNBP2	ENSG00000275099
DPF3	ENSG00000205683
AL032822.1	ENSG00000220748
AL159169.1	ENSG00000237137
AP000845.1	ENSG00000263884
ELOCP21	ENSG00000226186
AC012441.2	ENSG00000228897
AC068987.2	ENSG00000260122
SERGEF	ENSG00000129158
LINC01661	ENSG00000237460
AL390763.1	ENSG00000234640
USP48	ENSG00000090686
AC092944.1	ENSG00000243176
ABCF1	ENSG00000206490
LILRP2	ENSG00000278288
AC008555.4	ENSG00000270624
BTNL2	ENSG00000225845
NOP14-AS1	ENSG00000249673
RPL31P1	ENSG00000214326
MLLT10	ENSG00000078403
NR2F1-AS1	ENSG00000237187
AC010546.1	ENSG00000260332
DDX18P4	ENSG00000251553
HOXC5	ENSG00000172789
MED4	ENSG00000136146
AC023034.1	ENSG00000259594
TPSG1	ENSG00000116176
AL118558.3	ENSG00000271780
LINC02053	ENSG00000241696
MED15P4	ENSG00000224679
LINC01674	ENSG00000228159
CRLF2	ENSG00000205755
FAM227B	ENSG00000166262
RBMY2OP	ENSG00000234950
AC009238.2	ENSG00000233275
VN1R8P	ENSG00000219280
ARHGAP27	ENSG00000276836
AC090241.1	ENSG00000267587
UTP11	ENSG00000183520
VN1R38P	ENSG00000235227
INPP5D	ENSG00000168918
AC004009.1	ENSG00000224322
HNRNPA1P73	ENSG00000236569
ELOA3	ENSG00000183791
PMCHL2	ENSG00000280840
AL157786.1	ENSG00000232934
AC113608.2	ENSG00000237326
FGF7P2	ENSG00000185390
FGF23	ENSG00000118972
VRK3	ENSG00000105053
AC026320.2	ENSG00000237653
CDY12P	ENSG00000228850
RPL35AP28	ENSG00000242041
HLA-DRB3	ENSG00000231679
AC006115.2	ENSG00000268407
MED28P6	ENSG00000259183
ZFYVE27	ENSG00000155256
AC108206.1	ENSG00000260303
PKDCC	ENSG00000162878
AC020914.3	ENSG00000268839
Z98745.1	ENSG00000219262
FIGLA	ENSG00000183733
COX11P1	ENSG00000231162
AL133410.2	ENSG00000228843
POFUT2	ENSG00000186866
YLPM1	ENSG00000119596
PROX2	ENSG00000119608
AL157709.1	ENSG00000231601
SLC25A15P2	ENSG00000237164
CEP135	ENSG00000174799
KIR2DL4	ENSG00000277076
CLEC10A	ENSG00000132514
PINX1	ENSG00000254093
KIR2DS4	ENSG00000276209
ADGRE1	ENSG00000174837
HOMER1	ENSG00000152413
KIR3DL2	ENSG00000276739
AC009119.3	ENSG00000260932
GPSM2	ENSG00000121957
MLYCD	ENSG00000103150
AL031663.1	ENSG00000232135
PAK1IP1	ENSG00000111845
AC026951.2	ENSG00000277500
AC026951.1	ENSG00000259358
WDR11-AS1	ENSG00000227165
AC011479.3	ENSG00000269653
OTUD7A	ENSG00000169918
CHMP1A	ENSG00000131165
AC040160.2	ENSG00000280163
LRFN3	ENSG00000126243
JADE1	ENSG00000077684
RANBP20P	ENSG00000259144
WDR11	ENSG00000120008
ZNF284	ENSG00000186026
AL049544.1	ENSG00000250686
AC092115.2	ENSG00000261602
GOLGA8M	ENSG00000278186
AC135050.3	ENSG00000260911
ITLN2	ENSG00000158764
AC082651.3	ENSG00000243491
AC092634.1	ENSG00000176232
ZNF729	ENSG00000279552
AC124945.1	ENSG00000241257
SCLT1	ENSG00000151466
MTRNR2L9	ENSG00000255633
AC093783.1	ENSG00000275647
PTPRE	ENSG00000132334
AC073587.1	ENSG00000234522
AL035252.4	ENSG00000279322
RBMY3AP	ENSG00000231436
AC217778.1	ENSG00000281837
IGHV1OR21-1	ENSG00000277282
OPRPN	ENSG00000171199
AC027229.1	ENSG00000264193
C6orf10	ENSG00000204296
PKP2	ENSG00000057294
RPL21P16	ENSG00000220842
AL671511.1	ENSG00000225914
AL355298.1	ENSG00000223455
DDX11L8	ENSG00000256263
AL136439.1	ENSG00000273552
H1FNT	ENSG00000187166
AC073195.1	ENSG00000271855
AC004448.2	ENSG00000228331
LINC01247	ENSG00000227007
HOXA13	ENSG00000106031
AC017053.1	ENSG00000234275
HLA-DPA2	ENSG00000234260
CDH8	ENSG00000150394
BMPER	ENSG00000164619
KLF13	ENSG00000169926
LINC00850	ENSG00000280752
CCDC184	ENSG00000177875
NIM1K	ENSG00000177453
IQCB1	ENSG00000173226
OR51B4	ENSG00000183251
KRT18P11	ENSG00000215089
PRB3	ENSG00000275624
OR2H2	ENSG00000224319
UBD	ENSG00000226898
INSL4	ENSG00000120211
TRIM6-TRIM34	ENSG00000258588
OR51B3P	ENSG00000223735
FAM197Y5	ENSG00000225516
DDX39BP2	ENSG00000235305
TSPY3	ENSG00000228927
CR354443.1	ENSG00000258543
MC2R	ENSG00000185231
PABPC5-AS1	ENSG00000234161
LINC01192	ENSG00000241369
AC128685.1	ENSG00000241168
FAM120AOS	ENSG00000188938
ADARB1	ENSG00000197381
UBE2V1P9	ENSG00000229667
RPS12P16	ENSG00000215184
H2AFV	ENSG00000105968
SERPINA7	ENSG00000123561
AC017083.3	ENSG00000273275
AC023813.2	ENSG00000260033
MTDHP4	ENSG00000268535
PPIP5K1	ENSG00000168781
AC005234.1	ENSG00000235035
N4BP1	ENSG00000102921
AL121985.3	ENSG00000275801
CXorf49	ENSG00000215115
AC006455.2	ENSG00000227545
AC026470.2	ENSG00000260688
OR10C1	ENSG00000204689
AC012321.1	ENSG00000260772
RP2	ENSG00000102218
ICA1	ENSG00000003147
AC006042.1	ENSG00000227719
AC007128.2	ENSG00000272328
CASC3	ENSG00000108349
SEPT14P8	ENSG00000255464
DDX6P1	ENSG00000232435
MARVELD3	ENSG00000140832
LINC00518	ENSG00000183674
C16orf54	ENSG00000185905
AC012404.1	ENSG00000259481
RBM26-AS1	ENSG00000227354
AC009560.1	ENSG00000273958
AC016987.2	ENSG00000259636
NAP1L4P3	ENSG00000234145
FAM207A	ENSG00000160256
SETP20	ENSG00000225094
